id,tweet_text,date_created,twitter_name,real_name,profile_pic,embedded_pic
601,Why? ðŸ˜­ðŸ˜‚ðŸ˜… Kahit sa Yatch Club lang! #AdSummitPH #AdSummitPilipinas #AdSummit2014,Fri May 09 17:35:32 +0000 2014,ronecrisostomo,Rone Crisostomo,https://pbs.twimg.com/profile_images/457888203207221248/oGMtYbMW_normal.jpeg,
602,The #SolarLIVE party is still kicking! #AdSummitPH #LiveEDM http://t.co/qyDMhBaogR,Fri May 09 17:36:59 +0000 2014,ADSummitPH,AD Summit Pilipinas,https://pbs.twimg.com/profile_images/452310450537902080/cEkHDx5p_normal.png,http://pbs.twimg.com/media/BnNgjLSIUAE6q9g.jpg
603,The #SolarLIVE party is still kicking! #AdSummitPH #LiveEDM http://t.co/qyDMhBaogR,Fri May 09 17:36:59 +0000 2014,ADSummitPH,AD Summit Pilipinas,https://pbs.twimg.com/profile_images/452310450537902080/cEkHDx5p_normal.png,http://pbs.twimg.com/media/BnNgjLSIUAE6q9g.jpg
604,"http://t.co/Oxw189IhZk
 My TEDDYbear &lt;3 \m/ #AdSummitPH",Fri May 09 17:38:04 +0000 2014,AvvieReyes,Avvie Yvonne Reyes,https://pbs.twimg.com/profile_images/456244674684919809/LXSnZ75N_normal.jpeg,http://photos-d.ak.instagram.com/hphotos-ak-frc/10358275_639217722822827_1506226671_n.jpg
605,"Goodmorning and Goodnight :) #AdSummitPH 
Later @BamboomusicIive at #HimalaSaBuhangin.:)

Time to Sleep :)",Fri May 09 17:39:53 +0000 2014,lovekosiBamboo,CamilleJoySuarez,https://pbs.twimg.com/profile_images/463226346915647488/oHyIMjZk_normal.jpeg,
606,Just look at that #LiveEDM stage! #AdSummitPH #SolarLIVE http://t.co/4CAY9AwwQH,Fri May 09 17:42:05 +0000 2014,ADSummitPH,AD Summit Pilipinas,https://pbs.twimg.com/profile_images/452310450537902080/cEkHDx5p_normal.png,http://pbs.twimg.com/media/BnNht9JIEAAbb87.jpg
607,Just look at that #LiveEDM stage! #AdSummitPH #SolarLIVE http://t.co/4CAY9AwwQH,Fri May 09 17:42:05 +0000 2014,ADSummitPH,AD Summit Pilipinas,https://pbs.twimg.com/profile_images/452310450537902080/cEkHDx5p_normal.png,http://pbs.twimg.com/media/BnNht9JIEAAbb87.jpg
608,@chriscapili TRUE THAT! http://t.co/KKcmWlBwN8,Fri May 09 17:42:31 +0000 2014,ADSummitPH,AD Summit Pilipinas,https://pbs.twimg.com/profile_images/452310450537902080/cEkHDx5p_normal.png,http://pbs.twimg.com/media/BnNh0OIIEAAhtQL.jpg
609,This is #AdSummitPH http://t.co/wyWEHULosM,Fri May 09 17:44:50 +0000 2014,DorkOnTheRun,Htnek,https://pbs.twimg.com/profile_images/458793828749545472/cHJJIahO_normal.jpeg,http://pbs.twimg.com/media/BnNiWB_CQAA7dzh.jpg
610,Wagas walang kupas! #bamboo #adsummitph @ Subic Bay Metropolitan Authority/SBMA http://t.co/azbujZNk59,Fri May 09 17:46:27 +0000 2014,abi_lieve,Abi Katigbak,https://pbs.twimg.com/profile_images/453537274941038592/Yehy7PB6_normal.jpeg,http://videos-b-8.ak.instagram.com/hphotos-ak-prn/10350970_497003167089468_1449969032_n.mp4
611,Thank God for wonderful gifts like this. Got it from the MBC sponsored lunch. #AdSummitPH http://t.co/X4Zu3NKizq,Fri May 09 17:47:45 +0000 2014,elainegallardo,elaine gallardo,https://pbs.twimg.com/profile_images/2986293841/4378d226787b8b0571e58eff7240a5dc_normal.jpeg,http://photos-h.ak.instagram.com/hphotos-ak-prn/925240_570866969693063_113685854_n.jpg
612,OH MY FUCKING GOD. I JUST SAW @ramonbautista here at the #LiveEDM party. TANGINAAAA. CRUSH KITA FOREVER. #AdSummitPH,Fri May 09 17:47:54 +0000 2014,raynavihuela,Rayna Vihuela Reyes,https://pbs.twimg.com/profile_images/2896601084/e805097a6af3d563a0836a19b551178b_normal.png,
613,OH MY FUCKING GOD. I JUST SAW @ramonbautista here at the #LiveEDM party. TANGINAAAA. CRUSH KITA FOREVER. #AdSummitPH,Fri May 09 17:47:54 +0000 2014,raynavihuela,Rayna Vihuela Reyes,https://pbs.twimg.com/profile_images/2896601084/e805097a6af3d563a0836a19b551178b_normal.png,
614,The #LiveEDM is off the hook! #AdSummitPH #SolarLIVE http://t.co/32zjywV8jo,Fri May 09 17:48:01 +0000 2014,ADSummitPH,AD Summit Pilipinas,https://pbs.twimg.com/profile_images/452310450537902080/cEkHDx5p_normal.png,http://pbs.twimg.com/media/BnNjE_QCUAAKGVC.jpg
615,The #LiveEDM is off the hook! #AdSummitPH #SolarLIVE http://t.co/32zjywV8jo,Fri May 09 17:48:01 +0000 2014,ADSummitPH,AD Summit Pilipinas,https://pbs.twimg.com/profile_images/452310450537902080/cEkHDx5p_normal.png,http://pbs.twimg.com/media/BnNjE_QCUAAKGVC.jpg
616,The stage! #AdSummitPH #LiveEDM #SolarLIVE http://t.co/6LBpSzoDHy,Fri May 09 17:48:06 +0000 2014,ADSummitPH,AD Summit Pilipinas,https://pbs.twimg.com/profile_images/452310450537902080/cEkHDx5p_normal.png,http://pbs.twimg.com/media/BnNjGAWIUAAn46y.jpg
617,The stage! #AdSummitPH #LiveEDM #SolarLIVE http://t.co/6LBpSzoDHy,Fri May 09 17:48:06 +0000 2014,ADSummitPH,AD Summit Pilipinas,https://pbs.twimg.com/profile_images/452310450537902080/cEkHDx5p_normal.png,http://pbs.twimg.com/media/BnNjGAWIUAAn46y.jpg
618,DJ Ace Ramos in the house! #AdSummitPH #LiveEDM #SolarLIVE http://t.co/e67NtmJdzR,Fri May 09 17:49:01 +0000 2014,ADSummitPH,AD Summit Pilipinas,https://pbs.twimg.com/profile_images/452310450537902080/cEkHDx5p_normal.png,http://pbs.twimg.com/media/BnNjTk6IYAAexnY.jpg
619,DJ Ace Ramos in the house! #AdSummitPH #LiveEDM #SolarLIVE http://t.co/e67NtmJdzR,Fri May 09 17:49:01 +0000 2014,ADSummitPH,AD Summit Pilipinas,https://pbs.twimg.com/profile_images/452310450537902080/cEkHDx5p_normal.png,http://pbs.twimg.com/media/BnNjTk6IYAAexnY.jpg
620,@DorkOnTheRun We're you here? #AdSummitPH #LiveEDM #SolarLIVE http://t.co/P4dRBiYeO8,Fri May 09 17:49:35 +0000 2014,ADSummitPH,AD Summit Pilipinas,https://pbs.twimg.com/profile_images/452310450537902080/cEkHDx5p_normal.png,http://pbs.twimg.com/media/BnNjb36IUAEDCzi.jpg
621,@DorkOnTheRun We're you here? #AdSummitPH #LiveEDM #SolarLIVE http://t.co/P4dRBiYeO8,Fri May 09 17:49:35 +0000 2014,ADSummitPH,AD Summit Pilipinas,https://pbs.twimg.com/profile_images/452310450537902080/cEkHDx5p_normal.png,http://pbs.twimg.com/media/BnNjb36IUAEDCzi.jpg
622,"""The Mouth"" (When you see it!) #AdSummitPH #LiveEDM #SolarLIVE http://t.co/dNEeuA5pzu",Fri May 09 17:52:02 +0000 2014,ADSummitPH,AD Summit Pilipinas,https://pbs.twimg.com/profile_images/452310450537902080/cEkHDx5p_normal.png,http://pbs.twimg.com/media/BnNj_p2CUAAl61W.jpg
623,"""The Mouth"" (When you see it!) #AdSummitPH #LiveEDM #SolarLIVE http://t.co/dNEeuA5pzu",Fri May 09 17:52:02 +0000 2014,ADSummitPH,AD Summit Pilipinas,https://pbs.twimg.com/profile_images/452310450537902080/cEkHDx5p_normal.png,http://pbs.twimg.com/media/BnNj_p2CUAAl61W.jpg
624,"Good night everyone.
Last night here at Subic
#AdSummitPH

God bless",Fri May 09 17:52:50 +0000 2014,NextLayderos,I am Next,https://pbs.twimg.com/profile_images/464064179930808320/zwot4Vkb_normal.jpeg,
625,ay ewan. Salamat sa libreng alak #adsummitph! http://t.co/7L6H4UhoOb,Fri May 09 17:54:14 +0000 2014,Tin_Rementilla,Tin Rementilla,https://pbs.twimg.com/profile_images/461541951926317056/WmUKll4q_normal.jpeg,http://photos-f.ak.instagram.com/hphotos-ak-prn/10254356_1506245266270197_298207843_n.jpg
626,I feel old for this haha #AdSummitPH http://t.co/tAfllY0mi0,Fri May 09 17:57:46 +0000 2014,dreadizon,Drea Dizon,https://pbs.twimg.com/profile_images/435287187068694528/LaOWN7wJ_normal.jpeg,http://pbs.twimg.com/media/BnNlTlnCcAAONxc.jpg
628,#AdSummitPH knows how to party. Period.,Fri May 09 17:57:55 +0000 2014,ADSummitPH,AD Summit Pilipinas,https://pbs.twimg.com/profile_images/452310450537902080/cEkHDx5p_normal.png,
629,#AdSummitPH #LiveEDM tweet wall boys want lenovo phones :(,Fri May 09 18:13:06 +0000 2014,jofell,Jofell Gallardo,https://pbs.twimg.com/profile_images/1891131152/qryo_logo_normal.jpg,
630,#AdSummitPH #LiveEDM tweet wall boys want lenovo phones :(,Fri May 09 18:13:06 +0000 2014,jofell,Jofell Gallardo,https://pbs.twimg.com/profile_images/1891131152/qryo_logo_normal.jpg,
